beneficiary,managedAmount,startTime,endTime,periods,revocable,releaseStartTime,vestingCliffTime
0xEdca8740873152fF30a2696Add66D1ab41882beB,14099.4,1684771200,1700672400,1,2,0,0
0x8BB67DDd04afF382495979dE4218f9aDbB663094,136618.3,1684771200,1700672400,1,2,0,0
0xBBbc5714AA1F5C35Cf8FbfCe6f0aECD696BAf012,152886.65,1684771200,1700672400,1,2,0,0
0x570Db47cd2768CE295e15E1a6Bf9d338C5b55B51,14777,1684771200,1700672400,1,2,0,0
0xeA164bB9b4Aa51C79C521145233555E762bD0007,92835.4,1684771200,1700672400,1,2,0,0
0xBc52cAe34108e374877C687a544BbE950aF2e7ED,33225.5,1684771200,1700672400,1,2,0,0
0xe8A4ee989DDD54Fe48e85d60403B06BBb5F5fe4b,133474.95,1684771200,1700672400,1,2,0,0
0x6E2D11e93DE193CeB3e73620e0c28042FDf34204,68346.6,1684771200,1700672400,1,2,0,0
0xe874771a4EF77D95fC3BaAbf41AEC30f3957b266,6415.5,1684771200,1700672400,1,2,0,0
0x51103269D5b01072E157aC45020dEEC8FE99a844,135893.45,1684771200,1700672400,1,2,0,0
0x5339B2A623B01738e290EE666Ac22B7f21b48aA0,50015.7,1684771200,1700672400,1,2,0,0
0x590f72C624b47Da5E5Caf001f2b223c1Dca0dDfD,109230.1,1684771200,1700672400,1,2,0,0
0xE6B6FB6f1E15b2045DdA52AF0C6B53e139D75C7A,80404.8,1684771200,1700672400,1,2,0,0
0x1B1Ef65bB57862c88Fb3Ca5aaAB8746791928485,88301.85,1684771200,1700672400,1,2,0,0
0xD308Ca482f5c939ff9d88A0b16fc049F033D5810,126619.15,1684771200,1700672400,1,2,0,0
0xAcC427Dc8534A33Fa11B9042B891467F98D48290,96771.5,1684771200,1700672400,1,2,0,0
0xE4012A6392527d6e24df2B90B56c3fdb3F5598be,50035.3,1684771200,1700672400,1,2,0,0
0xE3eA4733324BA0b9E7cee0455b0C676E8A678668,95262.3,1684771200,1700672400,1,2,0,0
0x573fE60DaAd999acF3F2975343c88679c73817E4,59628.24,1684771200,1700672400,1,2,0,0
0xE3023bF3A199fB46A99A01F8557Cb94E66581698,119376.95,1684771200,1700672400,1,2,0,0
0xE2c2b3f4784c6B109D1c3d02FD05db18DA6e9C28,53744.6,1684771200,1700672400,1,2,0,0
0x6374212F939D626B72a50D961c82b23E769C7Ad5,4389,1684771200,1700672400,1,2,0,0
0x23e5dF7799dF6F0E201aB10483AcFccC2136847c,141055.6,1684771200,1700672400,1,2,0,0
0xe05E052C652939eE861d9823A1E42A4af6751a6e,68469.8,1684771200,1700672400,1,2,0,0
0xDfD521fF2FaDf24C2e908c4c166CE46f5AcD76AC,97338.85,1684771200,1700672400,1,2,0,0
0x394f6c8989cf9690d14867301531aA529efdf53a,94138.8,1684771200,1700672400,1,2,0,0
0xdEd4975A4d492F841B910B22575d0553f5D58782,87822.7,1684771200,1700672400,1,2,0,0
0xde5f4c921f65BD540A689E8d49C8a13750E55E0B,44710.4,1684771200,1700672400,1,2,0,0
0x3Cd031B53A422629044ec4A1a2956dfc33810b74,91423.15,1684771200,1700672400,1,2,0,0
0x72727d612CD162c30f84B579662a9bDe34481aE7,7654.92,1684771200,1700672400,1,2,0,0
0xbda289ce345D9Ebd1D91505D02C7AA53037d5594,89824,1684771200,1700672400,1,2,0,0
0x5cc688704Bd00FaC6e9081cBC011810ADFcCed02,77157.5,1684771200,1700672400,1,2,0,0
0xDb075Cd678473dDD6D213DA85c44462F89744342,105449.05,1684771200,1700672400,1,2,0,0
0x2C938B6645670D61bf2Bf5E65724a2c7E80244B4,109521.65,1684771200,1700672400,1,2,0,0
0xD9ba6bEfdcB57E443C62c5B0D31141d80EFa73Bf,94391.15,1684771200,1700672400,1,2,0,0
